PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Fare_zscore,Age_zscore
49,0.0,3.0,"Samaan, Mr. Youssef",male,0.049738742778887096,0.0,0.0,2662,-0.07997477007633617,,C,-0.07997477007633617,0.049738742778887096
50,0.0,3.0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,-0.9157590297071297,1.0,0.0,349237,-0.4568065693279041,,S,-0.4568065693279041,-0.9157590297071297
51,0.0,3.0,"Panula, Master. Juha Niilo",male,,4.0,1.0,3101295,-0.4568065693279041,,S,-0.4568065693279041,
52,0.0,3.0,"Nosworthy, Mr. Richard Cater 3033",male,-0.6828124191469308,0.0,0.0,A/4. 39886,,,S,,-0.6828124191469308
53,,1.0,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,1.4913559460815924,1.0,0.0,PC 17572,1.7199818937818523,D33,C,1.7199818937818523,1.4913559460815924
54,1.0,2.0,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",male,-0.06162145765306706,0.0,0.0,2926,0.06130139256123799,,S,0.06130139256123799,-0.06162145765306706
55,0.0,1.0,"Ostby, Mr. Engelhart Cornelius",male,2.7337378690693197,0.0,1.0,113509,,B30,C,,2.7337378690693197
56,1.0,3.0,"Woolner, Mr. Hugh",male,0.049738742778887096,0.0,0.0,19947,0.37192061702359563,C52,,0.37192061702359563,0.049738742778887096
57,1.0,2.0,"Rugg, Miss. Emily",female,-0.6828124191469308,0.0,0.0,C.A. 31026,-0.22070816649011304,,S,-0.22070816649011304,-0.6828124191469308
58,,3.0,"Novel, Mr. Mansouer",male,-0.10044589274643355,0.0,0.0,2697,-0.5524429588638171,,,-0.5524429588638171,-0.10044589274643355
59,1.0,2.0,"West, Miss. Constance Mirium",female,-1.9251943421346582,1.0,0.0,C.A. 34651,0.11852072338325124,,S,0.11852072338325124,-1.9251943421346582
60,,3.0,"Goodwin, Master. William Frederick",male,-1.4593011210142606,0.0,2.0,CA 2144,0.7446636863784248,,,0.7446636863784248,-1.4593011210142606
61,,3.0,"Sirayanian, Mr. Orsen",male,-0.6051635489601979,0.0,0.0,2669,,,,,-0.6051635489601979
62,,3.0,"Icard, Miss. Amelie",female,0.6372183740275297,0.0,0.0,113572,-0.4568065693279041,B28,,-0.4568065693279041,0.6372183740275297
63,0.0,1.0,"Harris, Mr. Henry Birkhardt",male,1.1807604653346604,0.0,0.0,36973,1.9405477005585017,C83,S,1.9405477005585017,1.1807604653346604
65,0.0,1.0,"Stewart, Mr. Albert A",male,0.049738742778887096,0.0,0.0,PC 17605,0.11756597797753539,,C,0.11756597797753539,0.049738742778887096
66,1.0,3.0,"Moubarek, Master. Gerios",male,0.049738742778887096,1.0,1.0,2661,,,,,0.049738742778887096
67,1.0,2.0,"Nye, Mrs. (Elizabeth Ramell)",male,-0.06162145765306706,0.0,0.0,C.A. 29395,,F33,S,,-0.06162145765306706
68,0.0,3.0,"Crease, Mr. Ernest James",male,-0.8381101595203968,0.0,0.0,S.P. 3464,-0.5220643987113985,,S,-0.5220643987113985,-0.8381101595203968
69,,3.0,"Andersson, Miss. Erna Alexandra",male,-0.9934078998938627,0.0,2.0,3101281,-0.5296925529289845,,S,-0.5296925529289845,-0.9934078998938627
70,0.0,3.0,"Kink, Mr. Vincenz",male,-0.294568068213266,0.0,0.0,315151,,,,,-0.294568068213266
71,0.0,2.0,"Jenkin, Mr. Stephen Curnow",male,0.17132515290713185,0.0,0.0,C.A. 33111,-0.44549839471945085,,S,-0.44549839471945085,0.17132515290713185
72,,3.0,"Goodwin, Miss. Lillian Amy",female,-1.0710567700805957,0.0,0.0,CA 2144,,,S,,-1.0710567700805957
73,,3.0,"Hood, Mr. Ambrose Jr",male,-0.6828124191469308,0.0,0.0,S.O.C. 14879,-0.4568065693279041,,S,-0.4568065693279041,-0.6828124191469308
74,0.0,3.0,"Chronopoulos, Mr. Apostolos",male,0.049738742778887096,0.0,0.0,2680,-0.3162088644700766,,C,-0.3162088644700766,0.049738742778887096
75,1.0,3.0,"Bing, Mr. Lee 7336",male,0.17132515290713185,0.0,0.0,1601,-0.4568065693279041,,S,-0.4568065693279041,0.17132515290713185
76,,3.0,"Moen, Mr. Sigurd Hansen",male,-0.3722169383999989,0.0,0.0,348123,-0.5386841620581582,F G73,,-0.5386841620581582,-0.3722169383999989
77,maybe,3.0,"Staneff, Mr. Ivan",male,0.049738742778887096,0.0,0.0,349208,,,S,,0.049738742778887096
78,0.0,3.0,"Moutal, Mr. Rahamin Haim",male,0.049738742778887096,0.0,0.0,374746,-0.5256054578702694,,S,-0.5256054578702694,0.049738742778887096
79,1.0,2.0,"Caldwell, Master. Alden Gates",male,-2.248990130813335,0.0,2.0,248738,0.15939167397040357,,S,0.15939167397040357,-2.248990130813335
80,1.0,3.0,"Dowdell, Miss. Elizabeth",female,0.016027412533665904,0.0,0.0,364516,-0.38092229279175016,,S,-0.38092229279175016,0.016027412533665904
81,0.0,3.0,"Waelens, Mr. Achille",male,-0.6051635489601979,0.0,0.0,345767,-0.4945435354240336,,,-0.4945435354240336,-0.6051635489601979
82,,3.0,"Sheerlinck, Mr. Jan Baptist",male,-0.06162145765306706,0.0,0.0,345779,,,,,-0.06162145765306706
83,1.0,3.0,"McDermott, Mr.. Brigdet Delia",male,,0.0,0.0,330932,,,,,
84,0.0,1.0,"Carrau, Mr. Francisco M",male,-0.13927032783980003,0.0,0.0,113059,0.7512030384723692,,S,0.7512030384723692,-0.13927032783980003
85,1.0,2.0,"Ilett, Miss. Bertha",female,-0.9934078998938627,0.0,0.0,SO/C 14885,-0.44549839471945085,,S,-0.44549839471945085,-0.9934078998938627
86,1.0,3.0,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,0.24897402309386482,3.0,0.0,3101278,-0.2705707262064389,,S,-0.2705707262064389,0.24897402309386482
87,unknown,3.0,"Ford, Mr. William Neal",male,-1.0710567700805957,1.0,3.0,W./C. 6608,0.33513676149515853,,,0.33513676149515853,-1.0710567700805957
88,unknown,3.0,"Slocovski, Mr. Selman Francis",male,,0.0,0.0,SOTON/OQ 392086,-0.5256054578702694,,S,-0.5256054578702694,
89,,1.0,"Fortune, Miss. Mabel Helen",female,-0.5275146787734649,3.0,2.0,19950,,C23 C25 C27,S,,-0.5275146787734649
90,0.0,3.0,"Celotti, Mr. Francesco",male,-0.4498658085867319,0.0,0.0,343275,-0.5256054578702694,,S,-0.5256054578702694,-0.4498658085867319
91,0.0,3.0,"Christmann, Mr. Emil",male,-0.06162145765306706,0.0,0.0,343276,,,S,,-0.06162145765306706
92,,3.0,"Andreasson, Mr. Paul Edvin 6451",male,-0.7604612893336637,0.0,0.0,347466,-0.532007483570241,,S,-0.532007483570241,-0.7604612893336637
93,,1.0,"Chaffee, Mr. Herbert Fuller",male,0.049738742778887096,1.0,0.0,W.E.P. 5734,1.2114099420837043,E31,S,1.2114099420837043,0.049738742778887096
94,,3.0,"Dean, Mr. Bertram Frank",male,-0.294568068213266,1.0,0.0,C.A. 2315,-0.11607853298700312,,,-0.11607853298700312,-0.294568068213266
95,,3.0,"Coxon, Ms. Daniel",male,2.267844647948922,0.0,0.0,364500,-0.5517628662460469,,S,-0.5517628662460469,2.267844647948922
96,0.0,3.0,"Shorney, Mr. Charles Joseph",male,,0.0,0.0,374910,-0.5256054578702694,,S,-0.5256054578702694,
97,,3.0,"Goldschmidt, Mr. George B",male,3.199631090189717,0.0,0.0,PC 17754,0.344265697018305,A5,C,0.344265697018305,3.199631090189717
98,maybe,3.0,"Greenfield, Mr. William Bertram",male,-0.5275146787734649,0.0,1.0,PC 17759,-0.4568065693279041,D10 D12,,-0.4568065693279041,-0.5275146787734649
99,maybe,3.0,"Doling, Mrs. John T (Ada Julia Bone)",female,0.3266228932805978,0.0,1.0,231919,,,S,,0.3266228932805978
100,0.0,3.0,"Kantor, Mr. Sinai",male,0.3266228932805978,1.0,0.0,244367,-0.4568065693279041,,S,-0.4568065693279041,0.3266228932805978
101,0.0,3.0,"Petranec, Miss. Matilda",female,-0.13927032783980003,0.0,0.0,349245,,,S,,-0.13927032783980003
102,0.0,3.0,"Petroff, Mr. Pastcho (""Pentcho"")",male,0.049738742778887096,0.0,0.0,349215,,,S,,0.049738742778887096
103,0.0,1.0,"White, Mr. Richard Frasar",male,-0.6828124191469308,0.0,1.0,35281,1.7382364951520977,D26,S,1.7382364951520977,-0.6828124191469308
104,0.0,3.0,"Johansson, Mr. Gustaf Joel",male,0.24897402309386482,0.0,0.0,7540,-0.5058500751944635,,S,-0.5058500751944635,0.24897402309386482
105,0.0,3.0,"Gustafsson, Mr. Anders Vilhelm",male,0.5595695038407967,2.0,0.0,3101276,,,S,,0.5595695038407967
106,0.0,3.0,"Mionoff, Mr. Stoytcho",male,-0.13927032783980003,0.0,0.0,349207,-0.5306472983347005,,,-0.5306472983347005,-0.13927032783980003
107,1.0,3.0,"Salkjelsvik, Miss. Anna Kristine",male,-0.6828124191469308,0.0,0.0,343120,-0.5386841620581582,,S,-0.5386841620581582,-0.6828124191469308
108,1.0,3.0,"Moss, Ms. Albert Johan",male,0.049738742778887096,0.0,0.0,312991,,,S,,0.049738742778887096
109,0.0,3.0,"Rekic, Mr. Tido",male,0.6372183740275297,0.0,0.0,349249,-0.5306472983347005,,,-0.5306472983347005,0.6372183740275297
110,1.0,3.0,"Moran, Miss. Bertha",female,-0.13927032783980003,1.0,0.0,371110,,,Q,,-0.13927032783980003
111,0.0,1.0,"Porter, Mr. Walter Chamberlain",male,0.049738742778887096,0.0,0.0,110465,1.1823915671668261,C110,S,1.1823915671668261,0.049738742778887096
112,,3.0,"Zabour, Miss. Hileni",female,-1.1875300753606952,1.0,0.0,2665,-0.3162088644700766,,C,-0.3162088644700766,-1.1875300753606952
114,0.0,3.0,"Jussila, Miss. Katriina",male,-0.7604612893336637,1.0,0.0,4136,-0.4675687080365131,,S,-0.4675687080365131,-0.7604612893336637
115,0.0,3.0,"Attalah, Miss. Malake 7569",female,-0.9934078998938627,0.0,0.0,2627,-0.3160748077521508,,,-0.3160748077521508,-0.9934078998938627
116,0.0,3.0,"Pekoniemi, Mr. Edvard",male,,0.0,0.0,STON/O 2. 3101294,,,,,
117,0.0,3.0,"Connors, Mr. Patrick",male,3.160806655096351,0.0,0.0,370369,,,,,3.160806655096351
118,0.0,2.0,"Turpin, Mr. William John Robert",male,-0.06162145765306706,1.0,0.0,11668,,,S,,-0.06162145765306706
119,0.0,1.0,"Baxter, Mr. Quigg Edmond",male,-0.4498658085867319,0.0,0.0,PC 17558,1.1823915671668261,B58 B60,C,1.1823915671668261,-0.4498658085867319
120,0.0,3.0,"Andersson, Miss. Ellis Anna Maria",female,-2.158140952694857,4.0,2.0,347082,0.23377680403902074,,S,0.23377680403902074,-2.158140952694857
121,0.0,3.0,"Hickman, Mr. Stanley George 1718",male,-0.6828124191469308,2.0,0.0,S.O.C. 14879,-0.4568065693279041,,S,-0.4568065693279041,-0.6828124191469308
122,0.0,3.0,"Moore, Mr. Leonard Charles",male,0.049738742778887096,0.0,0.0,A4. 54510,-0.5256054578702694,,S,-0.5256054578702694,0.049738742778887096
123,0.0,2.0,"Nasser, Mr. Nicholas",male,0.21014958800049832,1.0,0.0,237736,0.19440336508138167,,C,0.19440336508138167,0.21014958800049832
124,unknown,2.0,"Webber, Miss. Susan",female,0.21014958800049832,0.0,0.0,27267,,E101,,,0.21014958800049832
125,0.0,1.0,"White, Mr. Percival Wayland",male,1.8796002970152572,0.0,1.0,35281,1.7382364951520977,D26,S,1.7382364951520977,1.8796002970152572
126,1.0,3.0,"Nicola-Yarred, Master. Elias",male,-1.3816522508275275,1.0,0.0,2651,-0.42124720747905814,,C,-0.42124720747905814,-1.3816522508275275
127,0.0,3.0,"McMahon, Mr. Martin 3252",male,,0.0,0.0,370372,-0.5354144860111859,,Q,-0.5354144860111859,
128,0.0,3.0,"Madsen, Mr. Fridtjof Arne",male,-0.4498658085867319,0.0,0.0,C 17369,-0.5553039254049177,,,-0.5553039254049177,-0.4498658085867319
129,1.0,3.0,"Peter, Miss. Anna",male,,1.0,0.0,2668,-0.05777040004134811,F E69,C,-0.05777040004134811,
130,maybe,3.0,"Ekstrom, Mr. Johan",male,1.1807604653346604,0.0,0.0,347061,-0.5607544753752204,,S,-0.5607544753752204,1.1807604653346604
131,0.0,3.0,"Drazenoic, Mr. Jozef",male,0.24897402309386482,0.0,0.0,349241,-0.5306472983347005,,C,-0.5306472983347005,0.24897402309386482
132,0.0,3.0,"Coelho, Mr. Domingos Fernandeo 3011",male,-0.7604612893336637,0.0,0.0,SOTON/O.Q. 3101307,-0.5583022183399912,,S,-0.5583022183399912,-0.7604612893336637
133,0.0,3.0,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,1.3360582057081263,0.0,0.0,A/5. 3337,-0.3147113528405634,,S,-0.3147113528405634,1.3360582057081263
134,1.0,3.0,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,-0.06162145765306706,1.0,0.0,228414,0.06130139256123799,,,0.06130139256123799,-0.06162145765306706
135,0.0,2.0,"Sobey, Mr. Samuel James Hayden",male,,0.0,0.0,C.A. 29178,-0.36375649354514616,,S,-0.36375649354514616,
136,0.0,3.0,"Richard, Mr. Emile",male,0.049738742778887096,0.0,0.0,SC/PARIS 2133,-0.2968654609761892,,,-0.2968654609761892,0.049738742778887096
137,,1.0,"Newsom, Miss. Helen Monypeny 9214",female,-0.8381101595203968,0.0,0.0,11752,0.07056438480231021,D47,S,0.07056438480231021,-0.8381101595203968
138,0.0,1.0,"Futrelle, Mr. Jacques Heath",male,0.5595695038407967,0.0,0.0,113803,,C123,,,0.5595695038407967
139,0.0,3.0,"Osen, Mr. Olaf Elon",male,-1.0710567700805957,0.0,0.0,7534,-0.4874581474302449,,S,-0.4874581474302449,-1.0710567700805957
140,,1.0,"Giglio, Mr. Victor",male,-0.4498658085867319,0.0,0.0,PC 17593,1.800769049550441,B86,C,1.800769049550441,-0.4498658085867319
141,0.0,3.0,"Boulos, Mrs. Joseph (Sultana) 9074",male,,0.0,0.0,2678,-0.29032610888224486,,,-0.29032610888224486,
142,unknown,3.0,"Nysten, Miss. Anna Sofia",female,-0.6051635489601979,0.0,0.0,347081,-0.5354144860111859,,,-0.5354144860111859,-0.6051635489601979
144,0.0,3.0,"Burke, Mr. Jeremiah",male,-0.8381101595203968,0.0,0.0,365222,,,,,-0.8381101595203968
145,0.0,3.0,"Andrew, Mr. Edgardo Samuel",male,,0.0,0.0,231945,-0.412801634249729,,S,-0.412801634249729,
147,0.0,3.0,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,-0.216919198026533,0.0,0.0,350043,-0.5339169743816727,,S,-0.5339169743816727,-0.216919198026533
148,0.0,3.0,"Ford, Miss. Robina Maggie ""Ruby""",male,-1.6145988613877265,2.0,2.0,W./C. 6608,,,S,,-1.6145988613877265
149,unknown,2.0,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,0.5207450687474302,0.0,2.0,230080,,F2,S,,0.5207450687474302
150,,2.0,"Byles, Rev. Thomas Roussel Davids",male,0.9478138547744616,0.0,0.0,244310,,,S,,0.9478138547744616
151,,2.0,"Bateman, Rev. Robert James",male,1.6466536864550583,0.0,0.0,S.O.P. 1166,-0.22070816649011304,,S,-0.22070816649011304,1.6466536864550583
152,1.0,1.0,"Pears, Mrs. Thomas (Edith Wearne)",male,,1.0,0.0,113776,,C2,S,,
153,0.0,3.0,"Meo, Mr. Alfonzo",male,1.9960736022953567,0.0,0.0,A.5. 11206,-0.5256054578702694,,S,-0.5256054578702694,1.9960736022953567
154,,3.0,"van Billiard, Mr. Austin Blyler",male,0.8313405494943621,0.0,0.0,A/5. 851,-0.3147113528405634,,S,-0.3147113528405634,0.8313405494943621
155,,3.0,"Olsen, Mr. Ole Martin",male,,0.0,0.0,Fa 265302,,,S,,
156,0.0,3.0,"Williams, Mr. Charles Duane",male,1.6466536864550583,0.0,0.0,PC 17597,-0.4568065693279041,,,-0.4568065693279041,1.6466536864550583
157,1.0,3.0,"Gilnagh, Miss. Katherine ""Katie""",female,-1.0710567700805957,0.0,0.0,35851,-0.5359605219110303,,,-0.5359605219110303,-1.0710567700805957
158,0.0,3.0,"Corn, Mr. Harry",male,0.016027412533665904,0.0,0.0,SOTON/OQ 392090,-0.5256054578702694,,S,-0.5256054578702694,0.016027412533665904
159,,3.0,"Smiljanic, Mr. Mile",male,,0.0,0.0,315037,-0.5055786920825648,,,-0.5055786920825648,
160,0.0,3.0,"Sage, Master. Thomas Henry",male,,0.0,0.0,CA. 2343,-0.4568065693279041,,S,-0.4568065693279041,
161,0.0,3.0,"Cribb, Mr. John Hatfield",male,1.1031115951479276,0.0,1.0,371362,-0.4568065693279041,,S,-0.4568065693279041,1.1031115951479276
162,1.0,2.0,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",male,,0.0,0.0,C.A. 33595,-0.27384040225341105,,S,-0.27384040225341105,
163,0.0,3.0,"Bengtsson, Mr. John Viktor",male,,0.0,0.0,347068,,,,,
164,0.0,3.0,"Calic, Mr. Jovo",male,-0.9934078998938627,0.0,0.0,315093,-0.5055786920825648,,S,-0.5055786920825648,-0.9934078998938627
165,0.0,3.0,"Panula, Master. Eino Viljami",male,-2.23578982288159,4.0,1.0,3101295,0.508838301490556,,,0.508838301490556,-2.23578982288159
166,1.0,3.0,"Goldsmith, Master. Frank John William ""Frankie""",male,-1.6145988613877265,0.0,0.0,363291,-0.11771337101048923,,,-0.11771337101048923,-1.6145988613877265
167,1.0,1.0,"Chibnall, Mrs. (Edith Martha Bowerman)",female,-0.13927032783980003,0.0,1.0,113505,1.009507446183172,E33,S,1.009507446183172,-0.13927032783980003
168,0.0,3.0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,1.1807604653346604,1.0,4.0,347088,0.12342523745370948,,S,0.12342523745370948,1.1807604653346604
169,0.0,1.0,"Baumann, Mr. John D",male,,0.0,0.0,PC 17318,0.05884913552600887,,S,0.05884913552600887,
170,0.0,3.0,"Ling, Mr. Lee",male,-0.13927032783980003,0.0,0.0,1601,-0.4568065693279041,,S,-0.4568065693279041,-0.13927032783980003
171,0.0,1.0,"Van der hoef, Mr. Wyckoff",male,2.423142388322388,0.0,0.0,111240,0.3065270960841519,B19,S,0.3065270960841519,2.423142388322388
172,,3.0,"Rice, Master. Arthur 9034",male,-2.002843212321391,4.0,1.0,382652,,,,,-2.002843212321391
173,1.0,3.0,"Johnson, Miss. Eleanor Ileen",female,-2.23578982288159,0.0,1.0,347742,-0.424791536313976,,,-0.424791536313976,-2.23578982288159
174,0.0,3.0,"Sivola, Mr. Antti Wilhelm 5182",male,-0.6828124191469308,0.0,0.0,STON/O 2. 3101280,,,,,-0.6828124191469308
175,0.0,3.0,"Smith, Mr. James Clinch 9690",male,0.049738742778887096,0.0,0.0,17764,0.21483884037495785,A7,C,0.21483884037495785,0.049738742778887096
176,0.0,3.0,"Klasen, Mr. Klas Albin",male,-0.9157590297071297,1.0,1.0,350404,-0.532007483570241,,S,-0.532007483570241,-0.9157590297071297
177,0.0,3.0,"Lefebre, Master. Henry Forbes",male,0.049738742778887096,3.0,1.0,4133,0.0438642102027353,,S,0.0438642102027353,0.049738742778887096
178,,1.0,"Isham, Miss. Ann Elizabeth",female,1.5690048162683252,0.0,0.0,PC 17595,0.14999135533535848,C49,C,0.14999135533535848,1.5690048162683252
179,0.0,2.0,"Hale, Mr. Reginald",male,0.016027412533665904,0.0,0.0,250653,-0.36375649354514616,,S,-0.36375649354514616,0.016027412533665904
180,0.0,3.0,"Leonard, Mr. Lionel",male,0.48192063365406373,0.0,0.0,LINE,,,S,,0.48192063365406373
181,0.0,3.0,"Sage, Miss. Constance Gladys",female,-0.13927032783980003,0.0,2.0,CA. 2343,-0.4568065693279041,,S,-0.4568065693279041,-0.13927032783980003
182,0.0,2.0,"Pernot, Mr. Rene",male,0.049738742778887096,0.0,0.0,SC/PARIS 2131,,,C,,0.049738742778887096
183,0.0,3.0,"Asplund, Master. Clarence Gustaf Hugo 9954",male,-1.6145988613877265,0.0,0.0,347077,0.23745518959186449,,S,0.23745518959186449,-1.6145988613877265
184,1.0,2.0,"Becker, Master. Richard F",male,-2.23578982288159,2.0,1.0,230136,,F4,,,-2.23578982288159
185,1.0,3.0,"Kink-Heilmann, Miss. Luise Gretchen",female,-2.002843212321391,0.0,2.0,315153,-0.06866823030590645,,S,-0.06866823030590645,-2.002843212321391
186,0.0,1.0,"Rood, Mr. Hugh Roscoe",male,0.049738742778887096,0.0,0.0,113767,0.8460236438345626,A32,S,0.8460236438345626,0.049738742778887096
